ID_ES,COD_CATALOGO_ES,NOMBRE_ES,CATEGORIA_ES,CLASE_ES,TIPO_ES,ESTADO,FGDA,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,FECHA_INSTALACION,FECHA_SUSPENSION
1,11010020,AGRICOLA LLORO GJA ,PM,MET,CON,SUS,MINAG,CHOCÓ,LLORÓ,5.5000000,-76.5333330,15/01/1952,15/10/1959
2,11020060,CARMEN EL ,PM,MET,CON,SUS,MINAG,CHOCÓ,EL CARMEN,5.8333333,-76.6666670,15/01/1932,15/12/1961
3,11025501,CARMEN DE ATRATO,CP,MET,AUT,ACT,CENICAFE,CHOCÓ,EL CARMEN,5.8887194,-76.1451670,,
4,11030050,QUIBDO ,PM,MET,CON,SUS,MOP,CHOCÓ,QUIBDÓ,5.6833333,-76.6833330,15/01/1950,15/07/1952
5,11030060,INST DEL CHOCO ,PM,MET,CON,SUS,MINEC,CHOCÓ,QUIBDÓ,5.6833333,-76.6666670,15/06/1931,15/12/1955
6,11060020,POCITOS ,PG,MET,CON,SUS,EEPP,ANTIOQUIA,URRAO,6.2333333,-76.3333330,15/04/1990,15/04/1993
7,11060030,CAMPO BONITO ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,VIGIA DEL FUERTE,6.2166667,-76.4833330,15/08/1989,
8,11067010,CAMPO BONITO RP 11 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,VIGIA DEL FUERTE,6.2000000,-76.4833330,15/08/1989,
9,11070050,URRAO ,PM,MET,CON,SUS,ICEL,ANTIOQUIA,URRAO,6.3333333,-76.1666670,15/03/1959,15/12/1969
10,11070060,CARAUTICA ,PG,MET,CON,SUS,EEPP,ANTIOQUIA,FRONTINO,6.6166667,-76.2000000,15/03/1978,15/01/1980
11,11070070,CRUCES ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.4833333,-76.3500000,15/03/1978,
12,11070080,MANDE ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.4333333,-76.4500000,15/03/1978,
13,11070090,STA BARBARA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.4000000,-76.0666670,15/03/1978,
14,11070100,SIRENO EL ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.3833333,-76.2333330,15/03/1978,
15,11070110,NENDO ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.3333333,-76.3166670,15/03/1978,
16,11070120,PABON ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.1500000,-76.1333330,15/03/1978,
17,11070140,CHAQUENODA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,FRONTINO,6.6166667,-76.4166670,15/05/1980,
18,11070150,PALMERA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.4166667,-76.5000000,15/07/1980,
19,11070160,PANTANOGRANDE ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,FRONTINO,6.7000000,-76.4666670,15/03/1978,
20,11070170,SAN JOSE ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.2500000,-76.1500000,15/07/1986,
21,11070180,MURRI ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,FRONTINO,6.7333333,-76.3500000,15/03/1978,
22,11075030,FUEMIA ,CO,MET,CON,SUS,EEPP,ANTIOQUIA,URRAO,6.5666667,-76.5833330,15/04/1978,15/06/1980
23,11075040,CURBATA ,CP,MET,CON,SUS,EEPP,ANTIOQUIA,FRONTINO,6.6000000,-76.5166670,15/03/1976,15/07/1989
24,11077040,RP-1 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.3500000,-76.1500000,15/04/1977,
25,11077050,ENCARNACION RP-2 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.4333333,-76.1500000,15/02/1977,
26,11077060,CALLE MANSA RP 3 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,FRONTINO,6.5500000,-76.5333330,15/03/1978,15/05/1993
27,11077070,CURBATA RP 4 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,FRONTINO,6.6000000,-76.5166670,15/04/1992,
28,11077080,CHAQUENODA RP-5 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,FRONTINO,6.6333333,-76.4333330,15/05/1980,15/12/1993
29,11077090,JENGAMECODA RP-6 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,FRONTINO,6.6000000,-76.4000000,15/05/1980,15/11/1989
30,11077100,NENDO RP-7 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,URRAO,6.3333333,-76.3333330,15/06/1980,15/12/1992
31,11077110,PABON   RP 8 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.2500000,-76.1500000,15/07/1986,
32,11077120,PLAYA LA RP-9 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,VIGIA DEL FUERTE,6.6166667,-76.7333330,15/08/1986,15/03/1992
33,11077130,STA MARIA  RP 10 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,FRONTINO,6.4833333,-76.4500000,15/07/1987,
34,11077140,PTE NENDO RP 7A ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,URRAO,6.3166667,-76.5500000,15/08/1992,
35,11110050,MUSINGA GRANDE ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,FRONTINO,6.6833333,-76.1833330,15/05/1980,
36,11110070,URAMA ,PM,MET,CON,SUS,FNC,ANTIOQUIA,DABEIBA,7.0166667,-76.2666670,15/11/1956,15/07/1957
37,11110080,CHINO EL ,PM,MET,CON,SUS,MOP,ANTIOQUIA,DABEIBA,7.0166667,-76.3000000,15/12/1960,15/02/1967
38,11110090,STA TERESA ,PM,MET,CON,SUS,IGAC,ANTIOQUIA,DABEIBA,7.0333333,-76.3166670,15/06/1967,15/12/1967
39,11110100,JAGUA EL ,PM,MET,CON,SUS,INGETEC,ANTIOQUIA,DABEIBA,7.0666667,-76.3000000,15/01/1969,15/03/1972
40,11110120,FRONTINO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,FRONTINO,6.7833333,-76.1333330,15/05/1931,15/10/1955
41,11110130,ALDEA LA ,PM,MET,CON,ACT,FNC,ANTIOQUIA,DABEIBA,7.0166667,-76.2500000,15/01/1977,
42,11115501,CAÑASGORDAS,CP,MET,AUT,ACT,CENICAFE,ANTIOQUIA,CAÑASGORDAS,6.7482750,-76.0315560,,
43,11117060,PH-1 LA HONDA ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,CAÑASGORDAS,6.7833333,-76.0833330,09/10/2002,
44,11117070,PH-2 CHONTADURO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,CAÑASGORDAS,6.7833333,-76.0666670,04/10/2002,
45,11117080,PH-3 CHORODO ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,CAÑASGORDAS,6.8333333,-76.1166670,27/09/2002,
46,11117090,PH-4 LLANOGRANDE ,LM,HID,CON,ACT,PARTIC,ANTIOQUIA,CAÑASGORDAS,6.7666667,-75.0833330,24/02/2005,
47,11141001,ESTACION_MATUNTUGO ,MR,HMT,AUS,ACT,CORPOURABA,ANTIOQUIA,TURBO,8.1371111,-76.8357780,17/03/2016,
48,11150040,INST DEL CHOCO ,PM,MET,CON,SUS,MINAG,CHOCÓ,ACANDÍ,8.5166667,-77.2833330,15/06/1940,15/07/1944
49,11150050,SAINT CRIC HDA ,PM,MET,CON,SUS,MINAG,CHOCÓ,ACANDÍ,8.5333333,-77.2833330,15/05/1966,15/12/1967
50,12010280,RIOGRANDE EE PP MM ,PM,MET,CON,SUS,EDA,ANTIOQUIA,TURBO,8.0833333,-76.6833330,15/11/1941,15/03/1943
51,12020020,PTO CESAR ,PM,MET,CON,SUS,EDA,ANTIOQUIA,TURBO,8.0833333,-76.6833330,15/06/1923,15/05/1924
52,12020030,ZUNGO ,PM,MET,CON,SUS,IGAC,ANTIOQUIA,TURBO,8.1000000,-76.7000000,15/04/1957,15/12/1957
53,12021001,TURBO_CIOH ,MR,HMT,AUT,ACT,DIMAR,ANTIOQUIA,TURBO,8.0841111,-76.7424170,17/03/2016,
54,12021002,BOYA_TURBO_OLEAJE ,MR,HMT,AUT,ACT,DIMAR,ANTIOQUIA,TURBO,8.9070000,-76.8400000,17/03/2016,
55,23050010,NARIÑO ,PM,MET,CON,SUS,CHEC,ANTIOQUIA,NARIÑO,5.6666667,-75.1000000,15/01/1922,15/12/1963
56,23050120,ESPAÑOLA ,PM,MET,CON,ACT,CHEC,ANTIOQUIA,NARIÑO,5.4500000,-75.2166670,15/07/1981,
57,23050150,SAMANA ,PM,MET,CON,SUS,IGAC,ANTIOQUIA,ARGELIA,5.6833333,-75.1000000,15/02/1967,15/12/1967
58,23050190,NARIÑO ,PG,MET,CON,ACT,CHEC,ANTIOQUIA,NARIÑO,5.6666667,-75.1000000,15/03/1982,
59,23055010,ARGELIA ,ME,MET,CON,ACT,CHEC,ANTIOQUIA,ARGELIA,5.7666667,-75.1666670,15/07/1977,
60,23057060,PTE TULIO OSPINA ,LM,HID,CON,ACT,CHEC,ANTIOQUIA,NARIÑO,5.5666667,-75.1500000,15/02/1966,
61,23057090,PTE LINDA 4-938 ,LG,HID,CON,ACT,CHEC,ANTIOQUIA,NARIÑO,5.5666667,-75.1166670,15/08/1969,
62,23057110,MIEL LA ,LM,HID,CON,ACT,ADENAVI,ANTIOQUIA,SONSÓN,5.7666667,-74.6666670,15/08/1969,
63,23067030,RIO NEGRO ,LM,HID,CON,ACT,ADENAVI,BOYACÁ,PUERTO BOYACÁ,5.7666667,-74.6333330,15/09/1971,
64,23080010,SAN RAFAEL ,PM,MET,CON,SUS,EDA,ANTIOQUIA,CARACOLÍ,6.4000000,-74.7166670,15/03/1915,15/04/1960
65,23080020,QUIEBRA LA ,PM,MET,CON,SUS,FFNN,ANTIOQUIA,CISNEROS,6.5333333,-75.1500000,15/01/1918,15/04/1923
66,23080030,SAN JOSE DEL NUS ,PM,MET,CON,SUS,PARTIC,ANTIOQUIA,SAN ROQUE,6.5000000,-74.8333330,15/07/1939,15/12/1961
67,23080040,COCORNA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,COCORNÁ,6.0666667,-75.1833330,15/01/1922,15/05/1964
68,23080050,SAN CARLOS ,PM,MET,CON,SUS,EDA,ANTIOQUIA,SAN CARLOS,6.2000000,-75.0000000,15/01/1922,15/12/1965
69,23080060,SAN VICENTE ,PM,MET,CON,SUS,EEPP,ANTIOQUIA,SAN VICENTE,6.2833333,-75.3333330,15/01/1922,15/12/1966
70,23080070,PENOL ,PM,MET,CON,SUS,EDA,ANTIOQUIA,PEÑOL,6.2333333,-75.2166670,15/01/1922,15/12/1967
71,23080080,INMARCO ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,CARACOLÍ,6.3000000,-74.7000000,15/07/1968,
72,23080090,GUATAPE ,PM,MET,CON,SUS,EEPP,ANTIOQUIA,GUATAPÉ,6.2333333,-75.1666670,15/01/1922,15/12/1969
73,23080100,RIONEGRO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,RIONEGRO,6.1500000,-75.3666670,15/08/1937,15/12/1957
74,23080110,SAN PEDRO ,PM,MET,CON,SUS,EDA,ANTIOQUIA,ALEJANDRÍA,6.3833333,-75.1333330,15/02/1922,15/07/1957
75,23080120,RETIRO EL ,PM,MET,CON,SUS,EEPP,ANTIOQUIA,RETIRO,6.0500000,-75.5166670,15/02/1922,15/12/1960
76,23080130,GUARNE ,PM,MET,CON,SUS,EDA,ANTIOQUIA,GUARNE,6.3000000,-75.4333330,15/02/1922,15/10/1967
77,23080140,CONCEPCION ,PM,MET,CON,SUS,EDA,ANTIOQUIA,CONCEPCIÓN,6.4000000,-75.2666670,15/02/1922,15/12/1969
78,23080150,CEJA LA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,LA CEJA,6.0333333,-75.4333330,15/03/1922,15/04/1963
79,23080160,SAN LUIS ,PM,MET,CON,SUS,EEPP,ANTIOQUIA,SAN LUIS,6.0500000,-75.0000000,15/06/1932,15/01/1976
80,23080170,MARINILLA ,PM,MET,CON,SUS,EDA,ANTIOQUIA,MARINILLA,6.1666667,-75.3333330,15/04/1922,15/12/1962
81,23080180,GRANADA ,PM,MET,CON,SUS,EEPP,ANTIOQUIA,GRANADA,6.1500000,-75.1833330,15/06/1922,15/05/1964
82,23080190,SAN ROQUE ,PM,MET,CON,SUS,EDA,ANTIOQUIA,SAN ROQUE,6.4666667,-75.0500000,15/10/1922,15/09/1960
83,23080210,FE LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,RETIRO,6.1000000,-75.5000000,15/03/1948,
84,23080220,SEVERA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,GUARNE,6.2666667,-75.4500000,15/03/1948,
85,23080230,PALMAS LAS ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,RETIRO,6.1500000,-75.5333330,15/04/1948,
86,23080240,VASCONIA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,RIONEGRO,6.2000000,-75.4833330,15/04/1948,
87,23080250,RETIRO EL ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,RETIRO,6.0500000,-75.5166670,15/10/1949,
88,23080260,MOSCA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,GUARNE,6.3166667,-75.4666670,15/10/1949,
89,23080270,RIONEGRO LA MACARE ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,RIONEGRO,6.1500000,-75.3666670,15/10/1949,
90,23080280,CHUSCAL ,PG,MET,CON,SUS,EEPP,ANTIOQUIA,RETIRO,6.1500000,-75.3666670,15/10/1949,15/10/1990
91,23080290,MONTIJO ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,RIONEGRO,6.1333333,-75.4333330,15/05/1953,
92,23080300,CARMEN EL ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,CARMEN DE VIBORAL,6.0833333,-75.3333330,15/01/1959,
93,23080310,CARMEN DE VIBORAL ,PM,MET,CON,SUS,EDA,ANTIOQUIA,CARMEN DE VIBORAL,6.0833333,-75.3166670,15/01/1922,15/12/1963
94,23080320,SAN RAFAEL ,PM,MET,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-75.0333330,15/01/1922,15/05/1960
95,23080330,STO DOMINGO ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,SANTO DOMINGO,6.4666667,-75.1666670,15/01/1959,
96,23080340,RIOABAJO ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN VICENTE,6.2500000,-75.3166670,15/11/1958,
97,23080350,SANTUARIO ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,SANTUARIO,6.1333333,-75.2666670,15/01/1959,
98,23080360,CONCEPCION ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,CONCEPCIÓN,6.4000000,-75.2666670,15/01/1959,
99,23080370,GUATAPE ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,GUATAPÉ,6.2333333,-75.1666670,15/01/1959,
100,23080380,SAN VICENTE ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,SAN VICENTE,6.2833333,-75.3333330,15/01/1959,
101,23080410,PROVIDENCIA ,PM,MET,CON,SUS,PARTIC,ANTIOQUIA,CARMEN DE VIBORAL,6.1000000,-75.3500000,15/01/1965,15/12/1965
102,23080420,SAN LORENZO ,PG,MET,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.3833333,-74.9833330,15/03/1966,15/05/1992
103,23080430,BALSEADERO ,PG,MET,CON,SUS,EEPP,ANTIOQUIA,SAN CARLOS,6.2500000,-74.8833330,15/02/1966,15/08/1968
104,23080440,CORRIENTES ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN VICENTE,6.3166667,-75.2666670,15/12/1967,
105,23080450,REMANGO ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,CONCEPCIÓN,6.3833333,-75.1833330,15/12/1967,
106,23080460,PRADERA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.2833333,-74.9833330,15/12/1967,
107,23080470,COMBO EL ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,ALEJANDRÍA,6.4000000,-75.0833330,15/12/1967,
108,23080480,COL LA PRESENTACIO ,PM,MET,CON,ACT,FNC,ANTIOQUIA,SAN ROQUE,6.4666667,-75.0500000,15/01/1957,
109,23080500,SAN ROQUE ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,SAN ROQUE,6.5000000,-75.0166670,15/09/1968,
110,23080510,CISNEROS ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,CISNEROS,6.5500000,-75.0833330,15/04/1986,
111,23080520,COCORNA ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,COCORNÁ,6.0666667,-75.1833330,15/11/1968,
112,23080530,CARACOLI ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,CARACOLÍ,6.4166667,-74.7666670,15/12/1968,
113,23080540,GRANADA ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,GRANADA,6.1500000,-75.1833330,15/12/1968,
114,23080550,SAN LUIS ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,SAN LUIS,6.0500000,-75.0000000,15/11/1968,
115,23080560,SAN JOSE DEL NUS ,PM,MET,CON,SUS,EEPP,ANTIOQUIA,SAN ROQUE,6.4833333,-74.8333330,15/12/1968,15/12/1989
116,23080570,PITAL EL ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-74.9000000,15/08/1968,
117,23080580,LINDEROS ,PG,MET,CON,SUS,EEPP,ANTIOQUIA,SAN CARLOS,6.3000000,-74.8166670,15/07/1968,15/08/1993
118,23080590,PARAMO ,PG,MET,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.2166667,-75.0833330,15/01/1968,15/01/1973
119,23080600,SALADOS LOS ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,RETIRO,6.0333333,-75.5000000,15/06/1973,
120,23080610,BIZCOCHO EL ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.3166667,-75.0833330,15/12/1968,
121,23080620,ARABIA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,PUERTO NARE,6.1666667,-74.7500000,15/08/1968,
122,23080670,ARANA LA ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.2833333,-75.1000000,15/03/1977,
123,23080690,PLAYAS ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.3166667,-74.9500000,15/09/1981,
124,23080700,CALDERAS ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,GRANADA,6.1666667,-75.1000000,15/08/1974,
125,23080710,BELLALINA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,CISNEROS,6.5500000,-75.1000000,15/10/1986,
126,23080770,GUACHARACAS ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,YOLOMBÓ,6.5500000,-74.9500000,15/04/1986,
127,23080780,CISNEROS ,PM,MET,CON,SUS,EDA,ANTIOQUIA,CISNEROS,6.5333333,-75.1000000,15/06/1931,15/07/1954
128,23080830,RAPIDA LA ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.2333333,-75.0500000,15/10/1987,
129,23080840,TOCAIMA ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,ALEJANDRÍA,6.3500000,-75.1166670,15/10/1987,
130,23080850,CASCADA LA ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.2500000,-75.0833330,15/10/1987,
131,23080860,SAMARIA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.2666667,-75.1166670,15/06/1988,
132,23080870,PALMAS SAN ROQUE ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN ROQUE,6.4333333,-74.9333330,15/07/1988,
133,23080880,SUBESTACION PLAYAS ,PM,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-74.9500000,15/07/1989,
134,23080890,CRISTALINA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN LUIS,6.0166667,-74.9000000,15/11/1989,
135,23080900,HONDA LA ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,SAN FRANCISCO,5.8833333,-75.0000000,15/08/1989,
136,23080960,PLAYA LA PANTANILL ,PG,MET,CON,ACT,EEPP,ANTIOQUIA,LA CEJA,5.9666667,-75.4500000,15/03/1992,
137,23080970,PARAMO ,PG,MET,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.2166667,-75.0833330,15/01/1968,15/12/1972
138,23080980,SANTA ANA ,PM,MET,CON,ACT,PARTIC,ANTIOQUIA,GUATAPÉ,6.2333333,-75.1333330,26/11/2003,
139,23080990,JAGUAS ,PM,MET,CON,ACT,PARTIC,ANTIOQUIA,SAN RAFAEL,6.3500000,-74.9833330,19/01/1998,
140,23085050,STA RITA ,CP,MET,CON,ACT,EEPP,ANTIOQUIA,ALEJANDRÍA,6.3166667,-75.1666670,15/11/1958,
141,23085060,BIZCOCHO EL ,CO,MET,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-75.1166670,15/06/1964,15/02/1966
142,23085070,DELIRIO EL HDA ,ME,MET,CON,SUS,FNC,ANTIOQUIA,YOLOMBÓ,6.6000000,-75.0500000,15/01/1956,15/04/1974
143,23085090,ALDEA LA ,CP,MET,CON,ACT,FNC,ANTIOQUIA,COCORNÁ,6.0666667,-75.1833330,15/01/1991,
144,23085120,MAQUINA LA ,CP,MET,CON,ACT,FNC,ANTIOQUIA,COCORNÁ,6.0666667,-75.2000000,15/01/1991,
145,23085170,PENOL EL ,CP,MET,CON,ACT,EEPP,ANTIOQUIA,PEÑOL,6.2333333,-75.2166670,15/11/1959,
146,23085180,ARANA LA ,CO,MET,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.2833333,-75.1000000,15/04/1964,15/08/1970
147,23085190,PTO BELO ,CO,MET,CON,ACT,EEPP,ANTIOQUIA,SAN CARLOS,6.2166667,-74.8500000,15/08/1968,
148,23085230,PLAYAS ,CP,MET,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.3333333,-74.9666670,15/06/1983,
149,23085240,SAMANA ,CP,MET,CON,ACT,EEPP,ANTIOQUIA,SAN CARLOS,6.1000000,-74.8333330,15/06/1983,
150,23085501,COCORNA,CP,MET,AUT,ACT,CENICAFE,ANTIOQUIA,COCORNÁ,6.0619417,-75.1866670,,
151,23087010,RIONEGRO  RN-1 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,RETIRO,6.1000000,-75.4833330,15/03/1950,15/05/1973
152,23087020,RIOABAJO  RN-4 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN VICENTE,6.2333333,-75.3166670,15/09/1954,15/03/1963
153,23087030,MOSCA LA RN-2 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,GUARNE,6.2333333,-75.4000000,15/09/1954,15/05/1991
154,23087040,PEREIRA LA  RN-3 ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,RIONEGRO,6.1333333,-75.3833330,15/09/1954,15/05/1958
155,23087050,TERMALES  RN-6 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SANTO DOMINGO,6.4166667,-75.1333330,15/10/1954,15/04/1985
156,23087060,STA RITA  RN-5 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,ALEJANDRÍA,6.3333333,-75.1666670,15/07/1955,15/11/1971
157,23087070,GUATAPE  RN-9 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,SAN RAFAEL,6.3000000,-75.0333330,15/07/1957,
158,23087080,DESVIACION RN-7A ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,RETIRO,6.1000000,-75.5000000,15/01/1958,15/01/1965
159,23087090,RIOABAJO  RN-4A ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,SAN VICENTE,6.2666667,-75.3000000,15/03/1963,
160,23087100,PTO BELO  RN-10 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN CARLOS,6.2166667,-74.8500000,15/10/1963,15/03/1982
161,23087110,SAN LORENZO  RN-13 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.3833333,-75.0000000,15/05/1964,15/04/1983
162,23087120,PLAYAS LAS  RN-12 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN RAFAEL,6.3166667,-74.9500000,15/08/1964,15/04/1987
163,23087130,BALSEADERO RN 11 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN CARLOS,6.2500000,-74.9000000,15/08/1964,15/03/1982
164,23087140,PUNCHINA ,LM,HID,CON,ACT,ISA,ANTIOQUIA,SAN CARLOS,6.2166667,-74.8166670,15/01/1984,
165,23087170,HONDA RN-08 LA ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,GUARNE,6.2666667,-75.4500000,15/11/1948,15/12/1957
166,23087220,RN-14 ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,GRANADA,6.1500000,-75.0666670,15/09/1971,15/05/1982
167,23087240,PTE ANGOSTURARN,LG,HID,CON,ACT,EEPP,ANTIOQUIA,RETIRO,6.0833333,-75.4833330,15/08/1977,
168,23087250,RAMADA LA RNS 18 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,MARINILLA,6.1666667,-75.3333330,15/08/1977,
169,23087270,RIOTEX ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,RIONEGRO,6.1666667,-75.4000000,15/08/1977,15/06/1986
170,23087280,PALMA LA RNS 20 ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,CARMEN DE VIBORAL,6.1000000,-75.3333330,15/08/1977,15/12/1989
171,23087290,PANELERA ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,GUARNE,6.2833333,-75.4500000,15/08/1977,15/05/1985
172,23087310,LUSITANIA RNS 23 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,RETIRO,6.1166667,-75.4500000,15/05/1978,15/08/1991
173,23087320,RETIRO EL ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,RETIRO,6.1000000,-75.4666670,15/08/1977,15/10/1979
174,23087330,SAN VICENTE RNS 24 ,LM,HID,CON,SUS,EEPP,ANTIOQUIA,SAN VICENTE,6.2500000,-75.3333330,15/05/1978,15/05/1986
175,23087340,CALDERAS PSN-3 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,COCORNÁ,5.9833333,-75.0666670,15/02/1981,
176,23087350,OCHO EL PSN-2 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,COCORNÁ,6.0166667,-75.1500000,15/12/1980,
177,23087360,CHARCON RN-15 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN CARLOS,6.2500000,-74.9166670,15/08/1981,15/04/1991
178,23087370,CANAFISTOL  PSN 4 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,SAN CARLOS,6.1500000,-74.8166670,15/07/1981,
179,23087380,PTE ARKANSAS RN-16 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN CARLOS,6.1666667,-75.0666670,15/09/1981,15/04/1991
180,23087390,RIONEGRO LA HOLAND ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,RIONEGRO,6.1500000,-75.3666670,15/06/1985,15/07/1991
181,23087400,COMPANIA LA RNS 17 ,LG,HID,CON,SUS,EEPP,ANTIOQUIA,SAN VICENTE,6.2333333,-75.3166670,15/05/1977,15/11/1992
182,23087410,MOLINO EL PSN-1 ,LG,HID,CON,ACT,EEPP,ANTIOQUIA,COCORNÁ,6.0500000,-75.1500000,15/11/1980,
