ID_ES,COD_CATALOGO_ES,NOMBRE_ES,CATEGORIA_ES,CLASE_ES,TIPO_ES,ESTADO,FGDA,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,FECHA_INSTALACION,FECHA_SUSPENSION
3575,21207400,REP EL MUNA-BOMBEO ,LM,HID,CON,ACT,EEEB,CUNDINAMARCA,SIBATÉ,4.5333333,-74.2500000,15/10/1949,
3576,21207410,RAMADA LA MIRA 5 ,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,FUNZA,4.7000000,-74.1666670,15/01/1950,15/01/1955
3577,21207420,LA BALSA,LG,HID,CON,ACT,CAR,CUNDINAMARCA,CHÍA,4.8321944,-74.0745830,15/11/1939,
3578,21207430,EMBALSE SISGA-AFLU ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,CHOCONTÁ,5.0833333,-73.7333330,15/01/1952,
3579,21207440,EMBALSE SISGA-VOL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,CHOCONTÁ,5.0833333,-73.7333330,15/01/1952,
3580,21207450,REPRESA NEUSA-AFL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TAUSA,5.1333333,-73.9666670,15/09/1951,
3581,21207460,TOMA LA ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.3666667,-74.1666670,15/02/1951,
3582,21207470,HERRADERO ,LG,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.3666667,-74.1666670,15/03/1951,
3583,21207480,SAN JOSE - VUELTA ,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,GUASCA,4.8666667,-73.8833330,15/10/1956,15/01/1958
3584,21207490,ZARAGOZA ,LM,HID,CON,ACT,EAAB,CUNDINAMARCA,SOACHA,4.5500000,-74.2166670,15/04/1956,
3585,21207500,CANTARRANA ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.5000000,-74.1166670,15/08/1955,
3586,21207510,VEGA LA ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,GUASCA,4.8666667,-73.8500000,15/11/1956,
3587,21207520,PTE GALINDO ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,BOJACÁ,4.7166667,-74.3000000,15/04/1956,
3588,21207530,PLTA TIBITOC SUMIN ,LM,HID,CON,ACT,EAAB,CUNDINAMARCA,TOCANCIPÁ,5.0000000,-73.9833330,15/02/1956,
3589,21207540,PENITENCIARIA ,LM,HID,CON,ACT,EEEB,CUNDINAMARCA,SESQUILÉ,5.0666667,-73.8166670,15/10/1960,
3590,21207550,SAN JORGE GJA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SOACHA,4.5000000,-74.1833330,15/04/1960,
3591,21207560,RECREO EL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,FACATATIVÁ,4.8000000,-74.3333330,15/03/1960,
3592,21207570,ACEQUIA SAN PATRIC ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,4.8500000,-74.1833330,15/02/1960,
3593,21207580,MURALLA LA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,4.8666667,-74.1833330,15/02/1960,
3594,21207590,CANALETA PARSHALL ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.3833333,-74.1666670,15/01/1960,
3595,21207600,BOGOTA SIN MUNA ,LM,HID,CON,ACT,EEEB,CUNDINAMARCA,SIBATÉ,4.5333333,-74.2500000,15/08/1957,
3596,21207610,MAYOLICA ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6666667,-74.0666670,15/09/1958,
3597,21207620,PTE CHACAL ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,TENJO,4.8000000,-74.1500000,15/03/1960,15/12/1968
3598,21207630,PTE SUESCA ,LM,HID,CON,SUS,EEEB,CUNDINAMARCA,SUESCA,5.1000000,-73.8000000,15/01/1961,15/12/1972
3599,21207640,PTE SISGA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,CHOCONTÁ,5.1000000,-73.7333330,15/12/1962,
3600,21207650,HOYA HASTA REPRESA ,LM,HID,CON,ACT,EEEB,CUNDINAMARCA,SESQUILÉ,5.0333333,-73.8166670,15/01/1963,
3601,21207660,PRADERA LA ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,5.0000000,-74.1333330,15/04/1962,
3602,21207670,PTE FLORENCIA ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,GACHANCIPÁ,5.0333333,-73.8500000,15/07/1961,
3603,21207680,LAJAS LAS ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,ZIPAQUIRÁ,5.0000000,-73.9666670,15/10/1952,
3604,21207690,LAG LOS TUNJOS ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.3000000,-74.2000000,15/01/1963,
3605,21207700,PTE EL CORTIJO ,LM,HID,CON,SUS,CAR,BOGOTA D.C.,BOGOTA D.C.,4.7333333,-74.1333330,15/11/1963,15/08/1967
3606,21207701,PUENTE CUNDINAMARC,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,FUNZA,4.7033056,-74.1769720,,
3607,21207702,GRANJA BOSCONIA - ,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,APULO,4.4933778,-74.5432940,,
3608,21207703,EL PORTILLO ,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,GIRARDOT,4.4578056,-74.6118890,,
3609,21207704,EL TRIUNFO ,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,VILLAPINZÓN,5.2375833,-73.5930560,,
3610,21207705,EL VERGEL- 21207705,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,SOPÓ,4.8676944,-73.9574440,,
3611,21207706,NEUSA - 21207706,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,COGUA,5.1422778,-73.9707780,,
3612,21207707,PUENTE CALAMAR - ,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,TABIO,4.9776667,-74.0716670,,
3613,21207708,PUENTE LA BALSA ,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,CHÍA,4.9238056,-74.0097220,,
3614,21207709,REFISAL-21207709,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,ZIPAQUIRÁ,4.9760139,-73.9914060,,
3615,21207710,PTE LA ISLA ,LM,HID,CON,SUS,CAR,BOGOTA D.C.,BOGOTA D.C.,4.6166667,-74.2000000,15/02/1964,15/12/1967
3616,21207711,SIMAYA-21207711,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,LA CALERA,11.9811111,-89.5113890,,
3617,21207712,SISGA -21207712,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,CHOCONTÁ,5.0871667,-73.7328060,,
3618,21207713,USME-21207713,LG,HID,AUT,ACT,CAR,BOGOTA D.C.,BOGOTA D.C.,18.7508333,-82.8036110,,
3619,21207714,PRADERA LA - AUTOM ,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,5.0001389,-74.1320830,,
3620,21207715,PUENTE TOCANCIPA - ,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,TOCANCIPÁ,4.9720278,-73.9163890,,
3621,21207716,PUENTE VARGAS - ,LG,HID,AUT,ACT,CAR,CUNDINAMARCA,CAJICÁ,4.9238056,-74.0097220,,
3622,21207720,CHUCUITA LA ,LM,HID,CON,SUS,CAR,BOGOTA D.C.,BOGOTA D.C.,4.6333333,-74.2333330,15/02/1964,15/12/1966
3623,21207730,ENTRERRIOS ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,MOSQUERA,4.6500000,-74.2500000,15/02/1964,15/12/1966
3624,21207740,TINTAL EL ,LM,HID,CON,SUS,CAR,BOGOTA D.C.,BOGOTA D.C.,4.6666667,-74.1500000,15/02/1964,15/12/1967
3625,21207750,MONDONEDO-CAR ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,MOSQUERA,4.6833333,-74.2500000,15/02/1964,15/12/1966
3626,21207760,NOVICIADO ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,COTA,4.8333333,-74.0833330,15/02/1964,15/11/1966
3627,21207770,VUELTA GRANDE-CAR ,LM,HID,CON,SUS,CAR,BOGOTA D.C.,BOGOTA D.C.,4.7500000,-74.1333330,15/02/1964,15/11/1966
3628,21207780,SOL EL ,LM,HID,CON,ACT,EEEB,CUNDINAMARCA,TOCANCIPÁ,4.9500000,-74.0000000,15/01/1963,
3629,21207790,MARGARITAS LAS ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,SOPÓ,4.9166667,-73.9833330,15/02/1964,15/11/1966
3630,21207800,PTE FAGUA ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,CAJICÁ,4.9166667,-74.0666670,15/02/1964,15/11/1966
3631,21207810,SAN LUIS ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,ZIPAQUIRÁ,5.0333333,-73.9500000,15/02/1964,15/12/1966
3632,21207820,REP GUATAVITA-,LM,HID,CON,ACT,EEEB,CUNDINAMARCA,SESQUILÉ,5.0333333,-73.8166670,15/10/1962,
3633,21207830,CANALETA PARSHALL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TAUSA,5.1333333,-73.9666670,15/12/1964,
3634,21207840,RIO EL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,NEMOCÓN,5.1333333,-73.8666670,15/02/1964,
3635,21207850,MOLINO EL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,NEMOCÓN,5.0500000,-73.9166670,15/02/1964,
3636,21207860,RECUERDO EL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,4.9500000,-74.1500000,15/02/1964,
3637,21207870,STA ISABEL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TABIO,4.9833333,-74.0666670,15/02/1964,
3638,21207880,PTE ADOBES ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SOPÓ,4.8833333,-73.9666670,15/02/1964,
3639,21207890,TEXACO-R SAN FCO ,LM,HID,CON,SUS,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6666667,-74.1333330,15/04/1963,15/02/1970
3640,21207900,RINCON EL ,LM,HID,CON,SUS,CAR,BOGOTA D.C.,BOGOTA D.C.,4.6666667,-74.1666670,15/02/1964,15/12/1984
3641,21207910,PTE SOPO ,LG,HID,CON,SUS,CAR,CUNDINAMARCA,SOPÓ,4.9333333,-73.9833330,15/06/1967,15/05/1976
3642,21207920,TOCANCIPA ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,TOCANCIPÁ,4.9666667,-73.9166670,15/05/1950,
3643,21207930,ESPINO EL ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,ZIPAQUIRÁ,4.9833333,-73.9666670,15/06/1967,
3644,21207940,PTE CALDAS ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,NEMOCÓN,5.1333333,-73.8666670,15/05/1968,15/05/1969
3645,21207950,ALTAMIRA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,FACATATIVÁ,4.8333333,-74.3500000,15/07/1968,
3646,21207970,AGUAS CLARAS ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SIBATÉ,4.5000000,-74.2333330,15/05/1968,
3647,21207980,SAN ISIDRO ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,GUASCA,4.8500000,-73.9000000,15/12/1958,
3648,21207990,STO DOMINGO ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,GUASCA,4.8500000,-73.8833330,15/10/1956,
3649,21208000,PTE MANRIQUE ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,4.9166667,-74.1666670,15/12/1949,
3650,21208010,ACEQUIA CAJICA ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,CAJICÁ,4.9166667,-74.0666670,15/01/1970,15/12/1985
3651,21208020,ISLA LA ,LG,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6333333,-74.2166670,15/10/1965,
3652,21208030,SAN RAFAEL ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6666667,-74.1333330,15/01/1964,
3653,21208040,TIBABUEYES ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.7166667,-74.1166670,15/10/1965,
3654,21208050,PTE MICOS ,LM,HID,CON,ACT,EAAB,CUNDINAMARCA,MADRID,4.7666667,-74.2666670,15/08/1971,
3655,21208060,HUERTAS LAS ,LG,HID,CON,ACT,EAAB,CUNDINAMARCA,SOACHA,4.5833333,-74.2333330,15/11/1968,
3656,21208070,LAGUNA ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6666667,-74.1666670,15/10/1965,
3657,21208080,MONDONEDO ,LM,HID,CON,ACT,EAAB,CUNDINAMARCA,MADRID,4.6833333,-74.2500000,15/04/1971,
3658,21208090,VERTEDERO ,LM,HID,CON,ACT,PARTIC,CUNDINAMARCA,MOSQUERA,4.6833333,-74.2666670,15/06/1971,
3659,21208100,VUELTA GRANDE ,LM,HID,CON,ACT,CAR,BOGOTA D.C.,BOGOTA D.C.,4.7333333,-74.1333330,15/10/1965,
3660,21208110,PTE LA VIRGEN ,LG,HID,CON,ACT,EAAB,CUNDINAMARCA,COTA,4.8000000,-74.0833330,15/09/1958,
3661,21208120,ZIPAQUIRA ,LM,HID,CON,ACT,EAAB,CUNDINAMARCA,ZIPAQUIRÁ,5.0000000,-74.0000000,15/05/1972,
3662,21208130,PTE BUENAVISTA ,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,COTA,4.7666667,-74.1500000,15/11/1956,15/01/1973
3663,21208140,SISGA EL ,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,CHOCONTÁ,5.0833333,-73.7333330,15/06/1972,15/03/1974
3664,21208150,VILLAPINZON ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,VILLAPINZÓN,5.2166667,-73.6000000,15/09/1972,
3665,21208160,STA ROSITA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,CHOCONTÁ,5.1000000,-73.7500000,15/09/1972,
3666,21208170,MERCEDES LAS ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,CHÍA,4.8666667,-74.0666670,15/02/1964,15/11/1966
3667,21208180,PTE EL MERIDOR ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,TENJO,4.8500000,-74.1333330,15/02/1964,15/11/1966
3668,21208190,AUTOPISTA MEDELLIN ,LM,HID,CON,SUS,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.7333333,-74.1333330,15/08/1972,15/03/1974
3669,21208200,ESTACION SAN FCO ,LM,HID,CON,ACT,EEEB,CUNDINAMARCA,SOACHA,4.5666667,-74.2833330,15/09/1933,
3670,21208210,EMBALSE GUATAVITA ,LM,HID,CON,ACT,EEEB,CUNDINAMARCA,SESQUILÉ,5.0333333,-73.8166670,15/01/1946,
3671,21208220,FONTIBON ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6666667,-74.1500000,15/12/1971,
3672,21208260,MATADERO ,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,SOACHA,4.5833333,-73.2500000,15/06/1972,15/08/1972
3673,21208270,PTE BARAYA ,LG,HID,CON,SUS,CAR,CUNDINAMARCA,CHOCONTÁ,5.1166667,-73.7000000,15/10/1967,15/12/1972
3674,21208280,APULO ,LM,HID,CON,ACT,EAAB,CUNDINAMARCA,APULO,4.5166667,-74.6000000,15/05/1951,
3675,21208290,PTE CANOAS ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SOACHA,4.5166667,-74.2500000,15/09/1958,
3676,21208300,SALTO EL ,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,SAN ANTONIO DE  ,4.6166667,-74.3166670,15/12/1957,15/05/1959
3677,21208310,R BOGOTA FUCHA ,LM,HID,CON,SUS,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6500000,-74.1500000,15/09/1958,15/11/1958
3678,21208320,ACDTO MADRID-,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,MADRID,4.7333333,-74.2666670,15/03/1958,15/04/1960
3679,21208330,AVDA LAS AMERICAS ,LM,HID,CON,SUS,CAR,BOGOTA D.C.,BOGOTA D.C.,4.6333333,-74.1333330,15/10/1958,15/01/1964
3680,21208340,RIO BOGOTA-FRIO ,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,COTA,4.8166667,-74.0833330,15/09/1958,15/12/1958
3681,21208350,ZIPAQUIRA ,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,ZIPAQUIRÁ,4.9833333,-73.9833330,15/09/1958,15/01/1959
3682,21208360,AVENIDA BOYACA ,LG,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.5666667,-74.1500000,15/11/1988,
3683,21208370,R BOGOTA R CHICU ,LM,HID,CON,SUS,EAAB,CUNDINAMARCA,COTA,4.7500000,-74.1333330,15/09/1958,15/01/1959
3684,21208380,ACDTO FONTIBON ,LM,HID,CON,SUS,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.7000000,-74.1666670,15/05/1958,15/02/1959
3685,21208390,PTE SOL EL ,LM,HID,CON,SUS,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.7000000,-74.1833330,15/09/1958,15/01/1959
3686,21208400,SANTANDERCITO ,LM,HID,CON,ACT,EAAB,CUNDINAMARCA,SAN ANTONIO DE  ,4.6000000,-74.3500000,15/02/1959,
3687,21208410,CANAL CALLE 51 ,LM,HID,CON,SUS,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6333333,-74.0833330,15/10/1962,15/02/1967
3688,21208430,SAN PATRICIO ,LM,HID,CON,SUS,CAR,CUNDINAMARCA,SUBACHOQUE,4.8666667,-74.2000000,15/02/1960,15/12/1978
3689,21208440,AVENIDA 68 ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6666667,-74.0666670,15/04/1973,
3690,21208450,BOSQUE EL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,4.8166667,-74.2166670,15/02/1975,
3691,21208460,PTE NARINO ,LM,HID,CON,ACT,PARTIC,CUNDINAMARCA,SUESCA,5.1000000,-73.7000000,15/09/1972,
3692,21208470,CARRETERA CHIA ,LM,HID,CON,ACT,EAAB,CUNDINAMARCA,CHÍA,4.8666667,-74.0666670,15/04/1973,
3693,21208480,KENNEDY,LM,HID,AUT,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6333333,-74.1500000,15/04/1973,
3694,21208490,FARO EL ,LG,HID,CON,ACT,EAAB,CUNDINAMARCA,LA CALERA,4.7166667,-73.9333330,15/04/1973,
3695,21208500,RAMADA LA ,LM,HID,CON,ACT,EAAB,CUNDINAMARCA,TENJO,4.7166667,-74.1666670,15/04/1973,
3696,21208510,REPRESA SISGA ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,CHOCONTÁ,5.0833333,-73.7166670,15/12/1952,
3697,21208520,EMBALSE DEL NEUSA ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,TAUSA,5.1333333,-73.9666670,15/09/1951,
3698,21208530,LUKE ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,5.0333333,-74.1000000,15/06/1995,
3699,21208540,STA HELENA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,4.8166667,-74.2166670,15/02/1960,
3700,21208550,ESMERALDA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,4.8166667,-74.2333330,15/02/1960,
3701,21208560,CAJITAS - ANTIGUA,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,4.7500000,-74.2500000,15/02/1960,
3702,21208570,DESPUES CAJITAS ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SUBACHOQUE,4.7500000,-74.2500000,15/02/1960,
3703,21208580,FISCALA LA ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.5000000,-74.1333330,15/11/1988,
3704,21208590,PTE CARRETERA ,LG,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.3833333,-74.1666670,15/03/1989,
3705,21208600,SAN ANTONIO ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,FACATATIVÁ,4.8333333,-74.3833330,15/12/1984,
3706,21208610,HERRERA LA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,MADRID,4.6833333,-74.2500000,15/02/1985,
3707,21208620,AUTOPISTA FACA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,FACATATIVÁ,4.8166667,-74.3666670,15/12/1984,
3708,21208630,PTE SESQUILE ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SESQUILÉ,5.0500000,-73.7666670,15/07/1972,
3709,21208640,VOLADOR EL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TAUSA,5.1500000,-73.9833330,15/12/1954,
3710,21208650,BOLERA LA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TAUSA,5.1666667,-72.9500000,15/12/1954,
3711,21208660,CHICU EL BOGOTA ,LM,HID,CON,ACT,CAR,BOGOTA D.C.,BOGOTA D.C.,4.7666667,-74.1166670,15/09/1988,
3712,21208680,STA MARTA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,CHOCONTÁ,5.0500000,-73.7166670,15/12/1980,
3713,21208690,PSICULTURA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TAUSA,5.1833333,-73.9500000,15/12/1954,
3714,21208700,IBERIA LA ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,CHOCONTÁ,5.0333333,-73.7333330,15/05/1985,
3715,21208710,LAJITAS ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,MADRID,4.7500000,-74.2333330,15/12/1984,
3716,21208720,CALERA LA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,LA CALERA,4.7166667,-73.9666670,15/11/1985,
3717,21208730,PARQUE LA CALERA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,LA CALERA,4.6833333,-73.9666670,15/03/1990,
3718,21208740,HOYO ABAJO EL ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,SUESCA,5.1333333,-73.8333330,15/07/1986,
3719,21208750,PTE CHECUA ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,NEMOCÓN,5.1166667,-73.8833330,15/09/1986,
3720,21208760,CARRIZAL 2 EL ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,TAUSA,5.1500000,-73.8333330,15/09/1986,
3721,21208770,CADILLAL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SESQUILÉ,5.0000000,-73.9500000,15/05/1985,
3722,21208780,VERGEL EL ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,SOPÓ,4.8500000,-73.7333330,15/04/1985,
3723,21208790,MERCEDES LAS ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,TABIO,4.9000000,-74.1666670,15/12/1989,
3724,21208800,SAN JAVIER ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,LA MESA,4.8166667,-74.4000000,15/08/1988,
3725,21208810,PTE APULO ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,APULO,4.5666667,-74.5833330,15/11/1985,
3726,21208830,GUACA LA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TENA,4.4333333,-74.5333330,15/11/1985,
3727,21208840,CEMENTOS DIAMANTE ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,APULO,4.4000000,-74.5833330,15/07/1989,
3728,21208850,PENA NEGRA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,CACHIPAY,4.7000000,-74.4833330,15/08/1988,
3729,21208980,PEDRO PALO ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TENA,4.6833333,-74.4000000,15/09/1988,
3730,21209040,CANAL EMBALSE 1 ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.5833333,-74.1500000,15/09/1990,
3731,21209050,CANAL EMBALSE 2 ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.5833333,-74.1500000,15/09/1990,
3732,21209060,CANAL EMBALSE 3 ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6000000,-74.1666670,15/09/1990,
3733,21209070,AV 127 AV 26 ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.7000000,-74.0500000,15/09/1990,
3734,21209080,CAFAM LA FLORESTA ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6833333,-74.0666670,15/09/1990,
3735,21209090,AV 30 CALLE 68 ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6666667,-74.0500000,15/09/1990,
3736,21209100,AV AMERICAS AV 68 ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.6166667,-74.1166670,15/09/1990,
3737,21209110,CALLE 10 CRA 22 SUR ,LM,HID,CON,ACT,EAAB,BOGOTA D.C.,BOGOTA D.C.,4.5833333,-74.1000000,15/09/1990,
3738,21209120,TRIBUNA LA ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,FACATATIVÁ,4.8500000,-74.4000000,15/06/1992,
3739,21209130,HATO EL ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,CARMEN DE CARUPA,5.2500000,-73.9166670,15/06/1992,
3740,21209140,CARACOLI ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,ANAPOIMA,4.5333333,-74.5166670,15/01/1985,
3741,21209150,SAN FRANCISCO ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,SOACHA,4.5666667,-74.3000000,15/01/1968,
3742,21209160,ESPERANZA LA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,LA MESA,4.6833333,-74.4333330,15/01/1985,
3743,21209170,PTE CHOCONTA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,CHOCONTÁ,5.1500000,-73.6666670,15/01/1982,
3744,21209180,VOLADOR EL ,LG,HID,CON,ACT,CAR,CUNDINAMARCA,COGUA,5.1500000,-74.0000000,15/11/1992,
3745,21209190,ACDTO FUNZA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,FUNZA,4.7166667,-74.2166670,15/02/1960,
3746,21209210,SALITRE ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TABIO,4.9500000,-74.1000000,15/01/1993,
3747,21209220,HOYA MOTOSA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TABIO,4.9333333,-74.1000000,15/01/1993,
3748,21209230,ACDTO ANTIGUO,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TABIO,4.9166667,-74.1000000,15/08/1993,
3749,21209240,PLAZA MERCADO ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TABIO,4.9166667,-74.1000000,15/06/1994,
3750,21209250,PTE CALAMAR ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,TABIO,4.9666667,-74.0833330,15/06/1994,
3751,21209260,DELTA 1 ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,FACATATIVÁ,4.8333333,-74.3666670,15/09/1995,
3752,21209270,DELTA 2 ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,FACATATIVÁ,4.8166667,-74.3666670,15/09/1995,
3753,21209280,VICTORIA ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,EL COLEGIO,4.5333333,-74.4000000,15/07/1994,
3754,21209290,TRIUFO EL ,LM,HID,CON,ACT,CAR,CUNDINAMARCA,ANAPOIMA,4.5333333,-74.4833330,15/02/1994,
