ID_ES,COD_CATALOGO_ES,NOMBRE_ES,CATEGORIA_ES,CLASE_ES,TIPO_ES,ESTADO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,FECHA_INSTALACION,FECHA_SUSPENSION
1,11010010,VUELTA LA ,PM,MET,CON,ACT,CHOCÓ,LLORÓ,5.4588611,-76.545,15/01/1943,
2,11020010,CARMEN DE ATRATO ,PM,MET,CON,ACT,CHOCÓ,EL CARMEN,5.9085278,-76.142083,15/10/1958,
3,11020020,GUADUAS ,PM,MET,CON,SUS,CHOCÓ,EL CARMEN,5.7666667,-76.183333,15/03/1977,15/04/2002
4,11020050,PINON EL   ,PM,MET,CON,ACT,CHOCÓ,EL CARMEN,5.7576667,-76.250861,15/10/1958,
5,11025010,MANSA LA   ,CO,MET,CON,ACT,ANTIOQUIA,CIUDAD BOLÍVAR,5.8783056,-76.084333,15/07/1973,
6,11030010,CERTEGUI    ,PM,MET,CON,ACT,CHOCÓ,CÉRTEGUI,5.3750278,-76.613111,15/01/1967,
7,11030030,MANAGRU    ,PM,MET,CON,ACT,CHOCÓ,EL CANTÓN DEL SAN ,5.3341667,-76.728139,15/02/1977,
8,11030040,PAIMADO ,PM,MET,CON,ACT,CHOCÓ,RIO QUITO (Paimadó),5.4816111,-76.740861,15/02/1977,
9,11035010,LLORO    ,CO,MET,CON,ACT,CHOCÓ,LLORÓ,5.499,-76.538056,15/03/1983,
10,11035020,SAN ISIDRO   ,PM,MET,CON,ACT,CHOCÓ,RIO QUITO (Paimadó),5.6261667,-76.749722,15/03/1983,
11,11037030,LA LOMA PUEBLO ,HA,HMT,AUT,ACT,CHOCÓ,RIO QUITO (Paimadó),5.5846667,-76.753278,15/04/2005,
12,11040010,TUTUNENDO ,PM,MET,CON,ACT,CHOCÓ,QUIBDÓ,5.7436111,-76.537806,15/01/1966,
13,11045010,APTO EL CARANO  ,SP,MET,CON,ACT,CHOCÓ,QUIBDÓ,5.6905556,-76.643778,15/02/1947,
14,11045030,HUAPANGO ,CO,MET,CON,SUS,CHOCÓ,QUIBDÓ,5.7,-76.633333,15/07/1966,15/11/1972
15,11047040,QUIBDO AUTOMATICA ,HA,HMT,AUT,SUS,CHOCÓ,QUIBDÓ,5.6979917,-76.662258,30/11/2008,18/06/2014
16,11050010,TAGACHI ,PM,MET,CON,ACT,CHOCÓ,QUIBDÓ,6.2217778,-76.727028,15/01/1966,
17,11050020,BETE  ,PM,MET,CON,ACT,CHOCÓ,MEDIO ATRATO (Beté),5.9947222,-76.780028,15/02/1977,
18,11050030,BUEY EL  ,PM,MET,CON,ACT,CHOCÓ,MEDIO ATRATO (Beté),6.1025,-76.821361,15/02/1977,
19,11050040,CALAORRA ,PM,MET,CON,SUS,CHOCÓ,QUIBDÓ,5.7666667,-76.85,15/02/1977,15/03/1994
20,11050060,ALTO DEL BUEY ,PM,MET,CON,ACT,CHOCÓ,MEDIO ATRATO (Beté),6.1083333,-76.915639,15/02/1977,
21,11060010,BUCHADO ,PM,MET,CON,ACT,ANTIOQUIA,VIGIA DEL FUERTE,6.42,-76.779278,15/01/1969,
22,11070010,PLAYA LA-MURRY ,PM,MET,CON,SUS,ANTIOQUIA,VIGIA DEL FUERTE,6.6166667,-76.75,15/12/1966,15/02/2002
23,11070020,ROBLE EL ,PM,MET,CON,ACT,ANTIOQUIA,URRAO,6.3322222,-76.228611,15/03/1977,
24,11070030,CLARITA LA ,PM,MET,CON,ACT,ANTIOQUIA,URRAO,6.5394444,-76.158611,15/03/1977,
25,11070040,URRAO ,PM,MET,CON,SUS,ANTIOQUIA,URRAO,6.3333333,-76.166667,15/01/1969,15/07/1973
26,11070130,BRECHON EL ,PM,MET,CON,SUS,ANTIOQUIA,URRAO,6.1333333,-76.033333,15/10/1970,15/01/2000
27,11075010,HONDA LA ,CO,MET,CON,SUS,ANTIOQUIA,URRAO,6.3563889,-76.158056,15/07/1990,10/5/2011
28,11075020,URRAO    ,CO,MET,CON,SUS,ANTIOQUIA,URRAO,6.3249444,-76.139833,15/06/1973,6/1/2016
29,11080010,BELLAVISTA ,PM,MET,CON,ACT,CHOCÓ,BOJAYÁ (Bellavista),6.5591667,-76.885417,15/07/1966,
30,11080030,LOMA LA-BOJAYA ,PM,MET,CON,SUS,CHOCÓ,BOJAYÁ (Bellavista),6.5333333,-76.983333,15/01/1967,15/08/1980
31,11085010,LOMA LA ,AM,MET,CON,SUS,CHOCÓ,BOJAYÁ (Bellavista),6.5333333,-76.983333,15/09/1980,15/07/2000
32,11090010,OPOGADO ,PM,MET,CON,ACT,CHOCÓ,BOJAYÁ (Bellavista),6.8125278,-76.972722,15/04/1977,
33,11100010,VIGIA DE CURVARADO ,PM,MET,CON,SUS,CHOCÓ,CARMEN DEL DARIÉN  ,7.0833333,-76.916667,15/06/1972,15/02/2002
34,11100020,DOMINGODO ,PM,MET,CON,ACT,CHOCÓ,CARMEN DEL DARIÉN  ,7.1785,-77.034472,15/01/1966,
35,11100030,MURINDO ,PM,MET,CON,SUS,ANTIOQUIA,MURINDÓ,7,-76.75,15/12/1981,15/12/1986
36,11105010,MURINDO ,CO,MET,CON,SUS,ANTIOQUIA,MURINDÓ,6.9666667,-76.75,15/04/1972,15/11/1981
37,11105020,CARMEN DEL DARIEN ,CP,MET,AUT,ACT,CHOCÓ,CARMEN DEL DARIÉN  ,7.1543333,-76.977194,28/09/2005,
38,11110010,NORMAL STA TERESA ,PM,MET,CON,ACT,ANTIOQUIA,FRONTINO,6.7633333,-76.133611,15/01/1969,
39,11110020,ABRIAQUI ,PG,MET,CON,ACT,ANTIOQUIA,ABRIAQUÍ,6.6425,-76.075,15/12/1974,
40,11110030,FUEMIA ,PM,MET,CON,ACT,ANTIOQUIA,FRONTINO,6.8580556,-76.252222,15/03/1977,
41,11110040,CAÑASGORDAS ,PM,MET,CON,SUS,ANTIOQUIA,CAÑASGORDAS,6.75,-76.033333,15/01/1966,15/12/1973
42,11110060,DABEIBA ,PM,MET,CON,SUS,ANTIOQUIA,DABEIBA,7,-76.266667,15/07/1944,15/05/1948
43,11110110,BOQUERON DE TOYO ,PG,MET,CON,SUS,ANTIOQUIA,GIRALDO,6.6994444,-75.9775,15/05/1983,10/5/2011
44,11115010,DABEIBA ,CP,MET,CON,SUS,ANTIOQUIA,DABEIBA,7,-76.266667,15/03/1972,15/11/1973
45,11115020,CAÑASGORDAS    ,CO,MET,CON,ACT,ANTIOQUIA,CAÑASGORDAS,6.7580278,-76.029667,15/07/1973,
46,11115030,NUTIBARA ,CO,MET,CON,SUS,ANTIOQUIA,FRONTINO,6.8166667,-76.25,15/07/1973,15/09/1981
47,11115040,MUSINGA    ,CO,MET,CON,ACT,ANTIOQUIA,FRONTINO,6.7779722,-76.203333,15/08/1984,
48,11120010,SALAQUI ,PM,MET,CON,SUS,CHOCÓ,RIOSUCIO,7.4333333,-77.283333,15/11/1974,15/11/1983
49,11120040,RIOSUCIO ,PM,MET,CON,ACT,CHOCÓ,RIOSUCIO,7.4394444,-77.115278,15/09/1960,
50,11125010,TERESITA LA ,CO,MET,CON,SUS,CHOCÓ,RIOSUCIO,7,-77.5,15/03/1972,15/02/2002
51,11130010,UNGUIA ,PM,MET,CON,ACT,CHOCÓ,UNGUÍA,8.0367222,-77.087861,15/11/1974,
52,11130020,HONDA LA ,PM,MET,CON,SUS,CHOCÓ,RIOSUCIO,7.5766667,-77.125556,15/04/1972,15/04/1972
53,11130030,SAUTATA ,PM,MET,CON,SUS,CHOCÓ,RIOSUCIO,7.8666667,-77.166667,15/01/1967,15/10/1971
54,11135010,SAUTATA ,CO,MET,CON,SUS,CHOCÓ,RIOSUCIO,7.85,-77.116667,15/04/1972,31/03/2008
55,11135020,BALSA LA ,CO,MET,CON,SUS,CHOCÓ,RIOSUCIO,7.5166667,-77.2,15/05/1988,15/10/1996
56,11135030,UNGUIA AUTOM   ,CP,MET,AUT,ACT,CHOCÓ,UNGUÍA,8.0367222,-77.087861,24/09/2005,
57,11140010,MARIRRIO ,PM,MET,CON,SUS,ANTIOQUIA,TURBO,8,-76.95,15/07/1987,15/07/1989
58,11145010,BAJIRA ,CO,MET,CON,SUS,CHOCÓ,RIOSUCIO,7.3833333,-76.666667,15/11/1985,15/02/1997
59,11150010,TITUMATE    ,PM,MET,CON,ACT,CHOCÓ,UNGUÍA,8.3080556,-77.075833,15/11/1974,
60,11150020,TANELA    ,PM,MET,CON,ACT,CHOCÓ,UNGUÍA,8.1629167,-77.040417,15/11/1974,
61,11150030,ACANDI ,PM,MET,CON,ACT,CHOCÓ,ACANDÍ,8.5308333,-77.276944,15/04/1980,
62,11155010,PLAYA LA ,CO,MET,CON,SUS,CHOCÓ,ACANDÍ,8.5333333,-77.283333,15/08/1971,15/01/1977
63,11155020,GLORIA LA ,CO,MET,CON,SUS,CHOCÓ,UNGUÍA,8.2666667,-77.066667,15/04/1980,15/12/1986
64,11155030,CAPURGANA AUTOMATICA ,CP,MET,AUT,ACT,CHOCÓ,ACANDÍ,8.61625,-77.328194,16/04/2007,
65,11159010,CAPURGANA AUTOM   ,MR,HMT,AUT,ACT,CHOCÓ,ACANDÍ,8.61625,-77.328194,15/08/1995,
66,12010010,TORMENTO EL ,PM,MET,CON,ACT,ANTIOQUIA,TURBO,7.7663889,-76.855278,15/01/1972,
67,12010020,PALMERA LA ,PM,MET,CON,SUS,ANTIOQUIA,CHIGORODÓ,7.5383333,-76.605556,15/03/1972,15/02/1991
68,12010030,BARRANQUILLITA    ,PM,MET,CON,ACT,ANTIOQUIA,CHIGORODÓ,7.5711111,-76.6975,15/12/1974,
69,12010040,TULENAPA ,PM,MET,CON,SUS,ANTIOQUIA,CHIGORODÓ,7.6666667,-76.666667,15/08/1974,15/08/1982
70,12010050,TOSCANA LA   ,PM,MET,CON,ACT,ANTIOQUIA,CAREPA,7.8080556,-76.703056,15/07/1977,
71,12010060,LORENA LA   ,PM,MET,CON,ACT,ANTIOQUIA,APARTADÓ,7.8630556,-76.689167,15/07/1976,
72,12010070,CASCO EL   ,PM,MET,CON,ACT,ANTIOQUIA,APARTADÓ,7.8844444,-76.647778,15/07/1977,
73,12010080,STA ISABEL ,PM,MET,CON,SUS,ANTIOQUIA,CAREPA,7.75,-76.666667,15/07/1977,15/04/1994
74,12010090,TRIGANA    ,PM,MET,CON,ACT,ANTIOQUIA,CAREPA,7.7476667,-76.711889,15/06/1977,
75,12010100,EUPOL    ,PM,MET,CON,ACT,ANTIOQUIA,TURBO,7.9455278,-76.617389,15/07/1977,
76,12010110,PRADO MAR   ,PM,MET,CON,ACT,ANTIOQUIA,TURBO,7.9874167,-76.638528,15/07/1977,
77,12010120,STA MARTHA   ,PM,MET,CON,ACT,ANTIOQUIA,TURBO,7.9238333,-76.649083,15/07/1977,
78,12010130,CHIGORODO ,PM,MET,CON,SUS,ANTIOQUIA,CHIGORODÓ,7.7,-76.7,15/01/1966,15/03/1972
79,12010140,RIOGRANDE ,PM,MET,CON,SUS,ANTIOQUIA,TURBO,7.9333333,-76.633333,15/01/1972,15/07/1977
80,12010150,VILLA ARTEAGA ,PM,MET,CON,SUS,ANTIOQUIA,MUTATÁ,7.45,-76.616667,15/01/1946,15/03/1972
81,12010160,SAN JOSE APARTADO ,PG,MET,CON,SUS,ANTIOQUIA,APARTADÓ,7.8666667,-76.6,15/08/1984,15/12/1997
82,12010170,NUEVO ORIENTE   ,PG,MET,CON,ACT,ANTIOQUIA,TURBO,7.4603333,-76.689556,15/03/1991,
83,12010180,CHOROMANDO HDA ,PG,MET,CON,SUS,ANTIOQUIA,TURBO,7.95,-76.583333,15/08/1984,15/10/1997
84,12015010,VILLARTEAGA ,CO,MET,CON,ACT,ANTIOQUIA,MUTATÁ,7.3346667,-76.486028,15/03/1972,
85,12015020,UNIBAN    ,AM,MET,CON,ACT,ANTIOQUIA,APARTADÓ,7.8259167,-76.651333,15/08/1977,
86,12015030,IDEMA-MONTECRISTO ,CO,MET,CON,SUS,ANTIOQUIA,CHIGORODÓ,7.65,-76.683333,15/03/1972,15/08/1982
87,12015040,NEGRA LA 1 ,ME,MET,CON,SUS,ANTIOQUIA,TURBO,7.95,-76.683333,15/07/1977,15/12/1982
88,12015050,RIOGRANDE ,CO,MET,CON,SUS,ANTIOQUIA,TURBO,7.9166667,-76.633333,15/09/1982,15/12/1992
89,12015060,TULENAPA    ,CO,MET,CON,SUS,ANTIOQUIA,CAREPA,7.7739444,-76.66575,15/08/1982,6/1/2016
90,12015070,APTO LOS CEDROS  ,SP,MET,CON,ACT,ANTIOQUIA,CAREPA,7.8163889,-76.717889,15/05/1983,
91,12015080,CERRAZON LA ,AM,MET,CON,SUS,ANTIOQUIA,CHIGORODÓ,7.7166667,-76.616667,15/08/1986,15/02/2002
92,12015090,PALMERA LA ,CO,MET,CON,SUS,ANTIOQUIA,CHIGORODÓ,7.5383333,-76.605556,15/03/1991,17/02/2010
93,12015100,PISTA INDIRA AUTOM  ,AM,MET,AUT,ACT,ANTIOQUIA,TURBO,7.94075,-76.696167,20/09/2005,
94,12015110,CHIGORODO AUTOM   ,AM,MET,AUT,ACT,ANTIOQUIA,CHIGORODÓ,7.6711389,-76.694056,18/09/2005,
95,12020010,PUEBLO BELLO   ,PM,MET,CON,ACT,ANTIOQUIA,TURBO,8.2041667,-76.524722,15/04/1972,
96,12020040,NUEVA ANTIOQUIA ,PM,MET,CON,SUS,ANTIOQUIA,TURBO,8.05,-76.55,15/02/1987,15/01/1996
97,12020170,PLAYONA LA ,PG,MET,CON,SUS,ANTIOQUIA,TURBO,8.1833333,-76.65,15/08/1984,15/10/1992
98,12025010,APTO GONZALO ,CO,MET,CON,SUS,ANTIOQUIA,TURBO,8.1166667,-76.733333,15/07/1931,15/02/1984
99,12025020,CARIBIA ,CO,MET,CON,SUS,ANTIOQUIA,NECOCLÍ,8.5,-76.683333,15/04/1972,15/09/1983
100,12025030,MELLITO EL   ,CO,MET,CON,ACT,ANTIOQUIA,NECOCLÍ,8.5426667,-76.673361,15/09/1983,
101,12025040,TURBO ,CO,MET,CON,SUS,ANTIOQUIA,TURBO,8.0918056,-76.716333,15/04/1984,28/08/2014
102,12030010,SAN JUAN DE URABA ,PM,MET,CON,ACT,ANTIOQUIA,SAN JUAN DE URABÁ,8.7552222,-76.533056,15/04/1972,
103,12030020,CARMELO EL   ,PM,MET,CON,ACT,ANTIOQUIA,ARBOLETES,8.6169444,-76.381389,15/03/1972,
104,12040010,JARAMAGAL    ,PM,MET,CON,ACT,CÓRDOBA,PUERTO ESCONDIDO,8.9008333,-76.220833,15/10/1973,
105,12040020,CANALETE ,PM,MET,CON,ACT,CÓRDOBA,CANALETE,8.7869444,-76.235556,15/01/1959,
106,12045010,ARBOLETES    ,CP,MET,CON,ACT,ANTIOQUIA,ARBOLETES,8.8469444,-76.431944,15/03/1972,
107,12045020,CRISTO REY   ,CO,MET,CON,ACT,CÓRDOBA,PUERTO ESCONDIDO,9.0711111,-76.224444,15/10/1973,
108,12065501,SOLMAFORO CARTAGENA,ME,MET,AUS,ACT,BOLÍVAR,CARTAGENA DE INDIAS,10.4200278,-75.551139,3/12/2015,
109,12067001,GUAJARO EMBALSE AUT ,HA,HMT,AUT,ACT,ATLÁNTICO,REPELÓN,10.5205556,-75.096278,20/04/2016,
110,13010010,MOLINILLO ,PM,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.6833333,-76.05,15/06/1990,15/03/1999
111,13010020,TUCURA ,PM,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.9333333,-76.266667,15/08/1959,15/09/1973
112,13010040,FLECHA LA ,PM,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.6333333,-75.966667,15/06/1990,15/03/1999
113,13010050,URRA SANDUBO ,PG,MET,AUT,SUS,CÓRDOBA,TIERRALTA,7.7515,-76.227778,25/03/2009,29/09/2010
114,13015010,URRA 2 ,CO,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.7333333,-76.2,15/11/1982,15/12/1988
115,13015020,TUCURA ,CO,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.9666667,-76.25,15/11/1991,15/10/1996
116,13015030,CAMPO BELLO ,CP,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.9833333,-76.233333,15/12/1996,31/03/2008
117,13015040,REPRESA URRA   ,CP,MET,CON,ACT,CÓRDOBA,TIERRALTA,8.0141667,-76.203056,15/11/2004,
118,13020010,DESPENSA LA ,PM,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.8833333,-76.3,15/01/1966,15/06/1990
119,13020020,CIELO EL ,PM,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.9166667,-76.416667,15/09/1973,15/02/2002
120,13020040,SAIZA ,PM,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.7,-76.483333,15/06/1990,15/02/2002
121,13025010,SAIZA ,CP,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.7,-76.483333,15/10/1974,15/02/1976
122,13025020,ESMERALDA LA ,CO,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.8333333,-76.25,15/10/1974,15/01/1975
123,13025030,DESPENSA LA ,CO,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.8833333,-76.3,15/06/1990,15/05/1996
124,13027040,CAÑO BRAVO - AUT ,HA,HMT,AUT,ACT,CÓRDOBA,AYAPEL,8.2358472,-74.960439,2/1/2017,
125,13030010,TIERRALTA    ,PM,MET,CON,ACT,CÓRDOBA,TIERRALTA,8.1866667,-76.053056,15/02/1959,
126,13030030,URRA 1 ,PG,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.9833333,-76.233333,15/05/1983,15/05/1996
127,13035010,PTO NUEVO ,CP,MET,CON,SUS,CÓRDOBA,TIERRALTA,7.95,-76.283333,15/09/1965,15/12/1991
128,13035501,APTO LOS GARZONES ,SP,MET,AUT,ACT,CÓRDOBA,MONTERÍA,8.8258333,-75.825139,6/2/2015,
129,13040010,QUIMARI ,PM,MET,CON,SUS,CÓRDOBA,TIERRALTA,8.0666667,-76.333333,15/09/1973,15/02/2002
130,13040030,PEZVAL    ,PM,MET,CON,ACT,CÓRDOBA,VALENCIA,8.2622222,-76.169167,15/09/1990,
131,13045010,JARAGUAY ,CO,MET,CON,SUS,CÓRDOBA,VALENCIA,8.3,-76.083333,15/02/1966,15/02/1988
132,13050010,STA LUCIA   ,PM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.8486111,-76.045278,15/08/1965,
133,13050020,STA CRUZ HDA ,PM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.6675,-76.123889,15/10/1973,
134,13050030,LOMA VERDE ,PM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.5019444,-76.175278,15/12/1965,
135,13050040,TRES PIEDRAS ,PM,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.45,-75.966667,15/01/1959,15/10/1973
136,13055010,VORAGINE LA ,CO,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.6,-76.033333,15/09/1965,15/06/1979
137,13055020,TENERIFE ,CO,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.6833333,-76.116667,15/01/1966,15/12/1967
138,13055030,GALAN ,CO,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.6591667,-75.9725,15/06/1979,28/08/2014
139,13055040,INCODER AUTOM   ,AM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.7469444,-75.913889,17/11/2004,
140,13060010,SAN ANTERITO   ,PM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.5577778,-75.861111,15/09/1973,
141,13060020,BUENOS AIRES   ,PM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.4758333,-75.765278,15/08/1965,
142,13060030,CARAMELO ,PM,MET,CON,ACT,CÓRDOBA,TIERRALTA,8.2661111,-75.903889,15/12/1965,
143,13065010,TORPEZA LA ,CO,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.4333333,-75.966667,15/01/1965,15/05/1979
144,13065020,MARACAYO    ,CO,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.4105556,-75.884444,15/05/1979,
145,13067020,MONTERIA  AUTOMATICA ,HA,HMT,AUT,ACT,CÓRDOBA,MONTERÍA,8.7516111,-75.892417,15/02/1963,
146,13070010,LIMON EL   ,PM,MET,CON,ACT,CÓRDOBA,SAN BERNARDO ,9.3361111,-75.9375,15/10/1964,
147,13070030,SABANA NUEVA ,PM,MET,CON,SUS,CÓRDOBA,SAN PELAYO,9.0333333,-75.833333,15/10/1973,15/06/2002
148,13070040,RABOLARGO ,PM,MET,CON,ACT,CÓRDOBA,CERETÉ,8.9506111,-75.742472,15/01/1963,
149,13070050,CERETE ,PM,MET,CON,ACT,CÓRDOBA,CERETÉ,8.8903333,-75.78625,15/01/1963,
150,13070060,CGA DE ORO,PM,MET,CON,ACT,CÓRDOBA,CIÉNAGA DE ORO,8.8725,-75.625833,15/09/1958,
151,13070070,BOCA DE LA CEIBA ,PM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.8299167,-75.856111,15/01/1970,
152,13070080,SIGLO EL ,PG,MET,CON,SUS,CÓRDOBA,CIÉNAGA DE ORO,8.95,-75.566667,15/05/1986,15/02/2002
153,13070090,SAN CARLOS   ,PM,MET,CON,ACT,CÓRDOBA,SAN CARLOS,8.7905556,-75.701389,15/01/1964,
154,13070100,STA ROSA ,PM,MET,CON,ACT,CÓRDOBA,SAN CARLOS,8.7411111,-75.601417,15/01/1963,
155,13070110,CARRIZAL ,PM,MET,CON,ACT,CÓRDOBA,SAN CARLOS,8.6819444,-75.753528,15/08/1965,
156,13070120,CALLEMAR    ,PM,MET,CON,ACT,CÓRDOBA,SAN CARLOS,8.6975,-75.677778,15/06/1963,
157,13070130,CALIFORNIA ,PG,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.7833333,-75.833333,15/08/1974,15/02/2002
158,13070140,COROZA 1 ,PG,MET,CON,SUS,CÓRDOBA,CERETÉ,8.8333333,-75.75,15/08/1974,15/02/2002
159,13070150,MOCARI ,PG,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.8,-75.866667,15/08/1974,15/05/2002
160,13070160,BERASTEGUI ,PM,MET,CON,SUS,CÓRDOBA,CIÉNAGA DE ORO,8.8833333,-75.7,15/08/1978,15/02/2002
161,13070170,BUENOS AIRES 1  ,PM,MET,CON,ACT,CÓRDOBA,SAN CARLOS,8.7727778,-75.749722,15/08/1978,
162,13070180,CARRILLO ,PM,MET,CON,ACT,CÓRDOBA,SAN PELAYO,8.9844444,-75.831778,15/03/1979,
163,13070190,COROZA 2   ,PM,MET,CON,ACT,CÓRDOBA,SAN CARLOS,8.8047222,-75.765,15/08/1974,
164,13070200,COROCITO ,PM,MET,CON,SUS,CÓRDOBA,SAN PELAYO,8.95,-75.8,15/03/1979,15/02/2002
165,13070210,COTORRA ,PM,MET,CON,SUS,CÓRDOBA,COTORRA,9.0333333,-75.783333,15/03/1979,15/02/2002
166,13070220,FLOR DEL SINU ,PM,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.8166667,-75.85,15/08/1974,15/02/2002
167,13070230,HORIZONTE ,PM,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.7666667,-75.866667,15/08/1974,15/02/2002
168,13070240,CERRO BAHIA ,PM,MET,CON,SUS,CÓRDOBA,LORICA,9.3,-75.85,15/11/1974,15/06/2002
169,13070250,TRAPICHE EL ,PM,MET,CON,SUS,CÓRDOBA,LORICA,9.3166667,-75.883333,15/05/1979,15/06/2002
170,13070260,LAMAS 3 ,PM,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.7333333,-75.85,15/08/1978,15/05/2002
171,13070270,MONTERIA ,PM,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.8265278,-75.841833,15/08/1974,18/08/2010
172,13070280,SABANAL    ,PM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.7886111,-75.751389,15/06/1978,
173,13070290,TAMPA    ,PM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.6247222,-75.767222,15/05/1978,
174,13070300,CHIMA ,PM,MET,CON,SUS,CÓRDOBA,CHIMA,9.15,-75.616667,15/09/1958,15/10/1973
175,13070310,CHIMA ,PG,MET,CON,SUS,CÓRDOBA,CHIMA,9.15,-75.616667,15/11/1965,15/05/1971
176,13070320,CHIMA ,PM,MET,CON,SUS,CÓRDOBA,CHIMA,9.15075,-75.622083,15/06/1965,15/11/1969
177,13070330,ICOTEAS LAS ,PG,MET,CON,SUS,CÓRDOBA,COTORRA,9.05,-75.766667,15/11/1974,15/02/1977
178,13070340,PALMA DE VINO ,PM,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.7333333,-75.8,15/08/1978,15/05/2002
179,13070380,CERETE ,PM,MET,CON,SUS,CÓRDOBA,CERETÉ,8.8850833,-75.797417,15/04/1954,15/12/1960
180,13070420,CNO EL MUERTO ,PM,MET,CON,SUS,CÓRDOBA,LORICA,9.3,-75.85,15/10/1964,15/10/1973
181,13070430,VENECIA ,PM,MET,CON,ACT,CÓRDOBA,SAN ANDRÉS DE ,9.1952778,-75.541111,15/08/1987,
182,13070440,VILLA MARCELA ,PM,MET,CON,ACT,CÓRDOBA,SAN ANTERO,9.3522222,-75.718889,15/07/1988,
183,13070450,AGUAS MOHOSAS   ,PM,MET,CON,ACT,CÓRDOBA,SAN ANDRÉS DE ,9.2511111,-75.491667,15/08/1986,
184,13070520,MOMIL ,PM,MET,CON,ACT,CÓRDOBA,MOMIL,9.2388889,-75.676389,15/02/1963,
185,13075010,CHIMA ,CO,MET,CON,ACT,CÓRDOBA,CHIMA,9.15075,-75.622083,15/10/1973,
186,13075020,SALADO EL ,CO,MET,CON,ACT,CÓRDOBA,CIÉNAGA DE ORO,8.9138889,-75.582222,15/10/1964,
187,13075030,TURIPANA ,AM,MET,CON,ACT,CÓRDOBA,CERETÉ,8.8395278,-75.801889,15/05/1960,
188,13075040,APTO BERASTEGUI ,SS,MET,CON,SUS,CÓRDOBA,CIÉNAGA DE ORO,8.8833333,-75.666667,15/01/1944,15/10/1977
189,13075050,UNIV DE CORDOBA ,AM,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.7938889,-75.861528,15/06/1979,
190,13075060,MONTERIA ,CO,MET,CON,SUS,CÓRDOBA,MONTERÍA,8.75,-75.883333,15/01/1956,15/10/1971
191,13080010,SAN ANTONIO ,PM,MET,CON,ACT,CÓRDOBA,SAN PELAYO,8.9358611,-75.953333,15/09/1965,
192,13080020,LORICA ,PM,MET,CON,SUS,CÓRDOBA,LORICA,9.25,-75.833333,15/01/1958,15/10/1972
193,13080030,SAN ANTONIO ,PG,MET,CON,SUS,CÓRDOBA,SAN PELAYO,8.9333333,-75.983333,15/09/1965,15/03/1971
194,13080040,LORICA ,PM,MET,CON,SUS,CÓRDOBA,LORICA,9.25,-75.833333,15/01/1934,15/12/1958
195,13080060,DOCTRINA LA ,PM,MET,CON,SUS,CÓRDOBA,LORICA,9.3,-75.883333,15/09/1964,15/03/1970
196,13085010,DOCTRINA LA   ,CP,MET,CON,ACT,CÓRDOBA,LORICA,9.2972222,-75.892778,15/01/1968,
197,13085020,LORICA ,CO,MET,CON,SUS,CÓRDOBA,LORICA,9.2527222,-75.844417,15/06/1964,2/10/2010
198,13085030,SAN BERNARDO ,CO,MET,CON,ACT,CÓRDOBA,SAN BERNARDO ,9.3707778,-75.949306,15/11/1964,
199,13085040,APTO LOS GARZONES ,SS,MET,CON,ACT,CÓRDOBA,MONTERÍA,8.8258333,-75.825139,15/06/1974,
200,13085050,LORICA  ITA AUTOMATICA ,CP,MET,AUT,SUS,CÓRDOBA,LORICA,9.2527222,-75.844417,13/05/2005,2/10/2010
